ROOT,LEMMA,LEMMA_ARA,PATTERN_ABSTRACT,PATTERN,GLOSS,FUNCTION,POS
g.r.r,{isotagar~,ٱِسْتَغَرّ,{isota1o2a3,{isota1a2~,surprise,gem trans,VERB
g.r.r,{isotagar~,ٱِسْتَغَرّ,{isota1o2a3,{isota1o2a3,surprise,gem trans,VERB
g.r.r,gar~,غَرّ,1a2a3,1a2~,delude;mislead,gem trans,VERB
g.r.r,gar~,غَرّ,1a2a3,1a2a3,delude;mislead,gem trans,VERB
g.r.r,gar~ar,غَرَّر,1a2~a3,1a2~a3,deceive;endanger,trans,VERB
g.r.r,>agar~,أَغَرّ,>a1o2a3,>a1a2~,esteemed,-,NOUN
g.r.r,garaArap,غَرَارَة,1a2A3+ap,1a2aA3,heedlessness;manner,-,NOUN
g.r.r,gir~,غِرّ,1i2o3,1i2~,greenhorn;inexperience,-,NOUN
g.r.r,gir~ap,غِرَّة,1i2o3+ap,1i2~,inadvertency;inattention,-,NOUN
g.r.r,giraAr,غِرَار,1i2A3,1i2aA3,haste;manner;way,-,NOUN
g.r.r,giraArap,غِرَارَة,1i2A3+ap,1i2aA3,bag;sack,-,NOUN
g.r.r,gur~ap,غُرَّة,1u2o3+ap,1u2~,beginning,-,NOUN
g.r.r,guruwr,غُرُور,1u2uw3,1u2uw3,deception;delusion,-,NOUN
g.r.r,tagoriyr,تَغْرِير,ta1o2iy3,ta1o2iy3,deceiving;deluding;endangering;misleading,-,NOUN
g.r.r,>agar~,أَغَرّ,1a2o3A',1a2~aA,esteemed,-,ADJ
g.r.r,gar~aAr,غَرَّار,1a2~A3,1a2~aA3,deceptive,-,ADJ
g.r.r,gariyr,غَرِير,1a2iy3,1a2iy3,deceived;misled;naive,-,ADJ
g.r.r,magoruwr,مَغْرُور,ma1o2uw3,ma1o2uw3,conceited;deceived;deluded,-,ADJ
g.r.r,mugar~ir,مُغَرِّر,mu1a2~i3,mu1a2~i3,deceptive;insidious,-,ADJ
g.r.r,mugotar~,مُغْتَرّ,mu1ota2a3,mu1ota2~,conceited;vain,-,ADJ
g.r.r,tagoriyriy~,تَغْرِيرِيّ,ta1o2iy3+iy~,ta1o2iy3iy~,deceptive;insidious,-,ADJ
g.r.s,{inogaras,ٱِنْغَرَس,{ino1a2a3_INTRANS,{ino1a2a3,be_implanted;sink_in,INTRANS,VERB
g.r.s,>agoras,أَغْرَس,>a1o2a3,>a1o2a3,implant;plant,trans,VERB
g.r.s,garas-i,غَرَس-ِ,1a2a3,1a2a3,implant;plant,trans,VERB
g.r.s,gariysap,غَرِيسَة,1a2iy3+ap,1a2iy3,plant;seedling,-,NOUN
g.r.s,garos,غَرْس,1a2o3,1a2o3,implant;plant,-,NOUN
g.r.s,garosap,غَرْسَة,1a2o3+ap,1a2o3,plant,-,NOUN
g.r.s,giraAs,غِرَاس,1i2A3,1i2aA3,planting,-,NOUN
g.r.s,giraAsap,غِرَاسَة,1i2A3+ap,1i2aA3,cultivation,-,NOUN
g.r.s,magoris,مَغْرِس,ma1o2i3,ma1o2i3,plantation,-,NOUN
g.r.s,mugaArasap,mu1A2a3+ap,mu1aA2a3,farm_leasing,-,NOUN,
g.r.s,mugaArisiy~,mu1A2i3+iy~,mu1aA2i3iy~,farm_lessee,-,ADJ,
g.r.w,>agoraY,>a1o2a3,>a1o2,incite;induce;provoke,#-ay trans,VERB,
g.r.w,gar~aY,1a2~a3,1a2~,glue,#-ay trans,VERB,
g.r.w,garaA-u,1a2a3,1a2,glue_together,#-aw trans,VERB,
g.r.w,<igoraA',<i1o2A3,<i1o2aA,incitement;instigation,-,NOUN,
g.r.w,gar~aAyap,1a2~A3+ap,1a2~aAy,glue_pot,-,NOUN,
g.r.w,garow,1a2o3,1a2o3,wonder,-,NOUN,
g.r.w,garowaY,1a2o3aY,1a2o3,wonder,-,NOUN,
g.r.w,giraA',1i2A3,1i2aA,glue,-,NOUN,
g.r.w,girawiy~aAt,1i2a3+iy~+At,1i2a3iy~,colloid,-,NOUN,
g.r.w,migoraAp,mi1o2a3+ap,mi1o2,glue_pot,-,NOUN,
g.r.w,mugoriyaAt,mu1o2i3+At,mu1o2iy,lure;temptation,-,NOUN,
g.r.w,tagoriyap,ta1o2i3+ap,ta1o2iy,agglutination;gluing,-,NOUN,
g.r.w,giraA}iy~,1i2A3+iy~,1i2aA}iy~,colloidal;gluey;sticky;viscous,-,ADJ,
g.r.w,girawiy~,1i2a3+iy~,1i2a3iy~,colloidal;gluey;sticky;viscous,-,ADJ,
g.r.w,magoriy~,ma1o2uw3,ma1o2iy~,glued,-,ADJ,
g.r.w,magoruw~,ma1o2uw3,ma1o2u3~,glued,-,ADJ,
g.r.y,mugoriy,mu1o2i3,mu1o2,alluring;inciting;instigating,-,ADJ,
g.r.z,{igotaraz,{i1ota2a3,{i1ota2a3,be_inserted;penetrate,trans,VERB,
g.r.z,{inogaraz,{ino1a2a3,{ino1a2a3,be_inserted;penetrate,trans,VERB,
g.r.z,>agoraz,>a1o2a3,>a1o2a3,stick;thrust,trans,VERB,
g.r.z,gar~az,1a2~a3,1a2~a3,stick;thrust,trans,VERB,
g.r.z,garaz-i,1a2a3,1a2a3,prick;stab,trans,VERB,
g.r.z,tagar~az,ta1a2~3,ta1a2~a3,be_inserted;penetrate,trans,VERB,
g.r.z,{inogiraAz,{ino1i2A3,{ino1i2aA3,penetration;piercing,-,NOUN,
g.r.z,gariyzap,1a2iy3+ap,1a2iy3,natural_impulse;natural_instinct,-,NOUN,
g.r.z,garoz,1a2o3,1a2o3,implantation;insertion;prick;stick;stirrup,-,NOUN,
g.r.z,magoraz,ma1o2a3,ma1o2a3,practical_joke;prank,-,NOUN,
g.r.z,gariyziy~,1a2iy3+iy~,1a2iy3iy~,innate;instinctive;natural,-,ADJ,
g.S.b,{igotaSab,{i1ota2a3,{i1ota2a3,rape;usurp,trans,VERB,
g.S.b,gaSab-i,1a2a3,1a2a3,force;rape;usurp,trans,VERB,
g.S.b,{igotiSaAb,{i1oti2A3,{i1oti2aA3,rape;usurpation,-,NOUN,
g.S.b,gaASib,1A2i3,1aA2i3,plunderer;usurper,-,NOUN,
g.S.b,gaSob,1a2o3,1a2o3,by_force;coercion;extortion;forcibly;usurpation,-,NOUN,
g.S.b,mugotaSib,mu1ota2i3,mu1ota2i3,rapist;usurper,-,NOUN,
g.S.b,gaASib,1A2i3,1aA2i3,plunderer;usurper,-,ADJ,
g.S.b,magoSuwb,ma1o2uw3,ma1o2uw3,coerced;extorted;usurped,-,ADJ,
g.S.b,mugotaSab,mu1ota2a3,mu1ota2a3,raped;usurped,-,ADJ,
g.s.l,{igotasal,{i1ota2a3,{i1ota2a3,bathe;wash,trans,VERB,
g.s.l,gas~al,1a2~a3,1a2~a3,clean;wash,trans,VERB,
g.s.l,gasal-i,1a2a3,1a2a3,clean;wash,trans,VERB,
g.s.l,{igotisaAl,{i1oti2A3,{i1oti2aA3,ablution;bath;washing,-,NOUN,
g.s.l,gaAsil,1A2i3,1aA2i3,washer,-,NOUN,
g.s.l,gaAsuwl,1A2uw3,1aA2uw3,lye;soap,-,NOUN,
g.s.l,gas~aAl,1a2~A3,1a2~aA3,laundry_man,-,NOUN,
g.s.l,gas~aAlap,1a2~A3+ap,1a2~aA3,washing_machine,-,NOUN,
g.s.l,gasiyl,1a2iy3,1a2iy3,clothes;dirty_linen;wash,-,NOUN,
g.s.l,gasolap,1a2o3+ap,1a2o3,ablution;washing,-,NOUN,
g.s.l,gasuwl,1a2uw3,1a2uw3,detergent;wash_water,-,NOUN,
g.s.l,gisol,1i2o3,1i2o3,wash_water,-,NOUN,
g.s.l,gusaAlap,1u2A3+ap,1u2aA3,wash_water,-,NOUN,
g.s.l,gusol,1u2o3,1u2o3,ablution;washing,-,NOUN,
g.s.l,magosal,ma1o2a3,ma1o2a3,washbasin;washroom,-,NOUN,
g.s.l,magosalap,ma1o2a3+ap,ma1o2a3,wash_stand,-,NOUN,
g.s.l,magosil,ma1o2i3,ma1o2i3,washbasin;washroom,-,NOUN,
g.s.l,migosal,mi1o2a3,mi1o2a3,washbasin;washtub,-,NOUN,
g.s.l,migosalap,mi1o2a3+ap,mi1o2a3,washing_machine,-,NOUN,
g.s.l,mugotasal,mu1ota2a3,mu1ota2a3,washroom,-,NOUN,
g.s.l,mugotasil,mu1ota2i3,mu1ota2i3,bather,-,NOUN,
g.s.l,magosuwl,ma1o2uw3,ma1o2uw3,washed,-,ADJ,
g.S.n,>agoSan,>a1o2a3,>a1o2a3,branch_out,#n trans,VERB,
g.S.n,gaS~an,1a2~a3,1a2~a3,branch_out,#n trans,VERB,
g.s.n,gas~aAniy~,1a2~A3+iy~,1a2~aA3iy~,Ghassanid,-,NOUN,
g.S.n,guSayon,1u2ayo3,1u2ayo3,small_branch;sprout;twig,-,NOUN,
g.S.n,guSon,1u2o3,1u2o3,branch;limb,-,NOUN,
g.S.n,guSonap,1u2o3+ap,1u2o3,sprout;twig,-,NOUN,
g.s.n,gas~aAniy~,1a2~A3+iy~,1a2~aA3iy~,Ghassanid,-,ADJ,
g.s.q,gasaq,1a2a3,1a2a3,dusk;twilight,-,NOUN,
g.s.q,gasaqiy~,1a2a3+iy~,1a2a3iy~,dusk;twilight,-,ADJ,
g.S.S,{igotaS~,{i1ota2a3_INTRANS,{i1ota2~,be_congested;hit_a_snag,INTRANS,VERB,
g.S.S,{igotaS~,{i1ota2a3_INTRANS,{i1ota2a3,be_congested;hit_a_snag,INTRANS,VERB,
g.S.S,>agaS~,>a1o2a3,>a1o2a3,asphyxiate;drown;suffocate,gem trans,VERB,
g.S.S,>agaS~,>a1o2a3,>a1a2~,asphyxiate;drown;suffocate,gem trans,VERB,
g.S.S,gaS~,1a2a3_INTRANS,1a2~,be_congested;be_crowded,INTRANS,VERB,
g.S.S,gaS~,1a2i3_INTRANS,1a2i3,be_congested;be_crowded,INTRANS,VERB,
g.s.s,gus~,1u2o3,1u2~,despicable,-,NOUN,
g.S.S,guS~ap,1u2o3+ap,1u2~,agony;choking;suffocation,-,NOUN,
g.S.S,gaAS~,1A2i3,1aA2~,congested;crowded,-,ADJ,
g.T.$,gaTa$-i,1a2a3_INTRANS,1a2a3,become_dark,INTRANS,VERB,
g.T.$,gaTi$-a,1a2i3_INTRANS,1a2i3,become_dim,INTRANS,VERB,
g.T.$,tagaT~a$,ta1a2~3_INTRANS,ta1a2~a3,become_dim,INTRANS,VERB,
g.T.$,gaTa$,1a2a3,1a2a3,dim_sightedness,-,NOUN,
g.T.$,gaTa$aAn,1a2a3An,1a2a3aAn,slow,-,NOUN,
g.T.$,gaTo$aA',1a2o3A',1a2o3aA,pitch_dark,-,NOUN,
g.T.m,giTam~,1i2a3~,1i2a3~,huge;vast,-,NOUN,
g.T.m,giTayom,1i2ayo3,1i2ayo3,huge;vast,-,NOUN,
g.T.r,guTorap,1u2o3+ap,1u2o3,headcloth,-,NOUN,
g.T.r.f,giToriyf,1i2o3iy4,1i2o3iy4,noble_man;potentate,-,NOUN,
g.T.r.s,gaToras,1a2o3a4_INTRANS,1a2o3a4,be_arrogant,INTRANS,VERB,
g.T.r.s,tagaToras,ta1a2o3a4_INTRANS,ta1a2o3a4,be_arrogant,INTRANS,VERB,
g.T.r.s,gaTorasap,1a2o3a4+ap,1a2o3a4,arrogance;insolence,-,NOUN,
g.T.r.s,tagaTorus,ta1a2o3u4,ta1a2o3u4,arrogance;insolence,-,NOUN,
g.T.r.s,giToriys,1i2o3iy4,1i2o3iy4,arrogant;conceited,-,ADJ,
g.T.r.s,mutagaToris,muta1a2o3i4,muta1a2o3i4,arrogant;conceited,-,ADJ,
g.T.s,gaT~as,1a2~a3,1a2~a3,immerse;submerse,trans,VERB,
g.T.s,gaTas-i,1a2a3,1a2a3,immerse;submerse,trans,VERB,
g.T.s,tagaT~as,ta1a2~3,ta1a2~a3,dive;submerse,trans,VERB,
g.T.s,gaATis,1A2i3,1aA2i3,draft_of_a_ship;hull,-,NOUN,
g.T.s,gaT~aAs,1a2~A3,1a2~aA3,diver,-,NOUN,
g.T.s,gaTos,1a2o3,1a2o3,diving;submersion,-,NOUN,
g.T.s,giTaAs,1i2A3,1i2aA3,baptism,-,NOUN,
g.T.s,magoTis,ma1o2i3,ma1o2i3,bathtub;font;sink,-,NOUN,
g.T.s,tagoTiys,ta1o2iy3,ta1o2iy3,immersion;submersion,-,NOUN,
g.T.s,gaTosaAn,1a2o3An,1a2o3aAn,immersed;submerged,-,ADJ,
g.T.T,{inogaT~,{ino1a2a3_INTRANS,{ino1a2~,be_dipped;be_immersed;be_plunged,INTRANS,VERB,
g.T.T,{inogaT~,{ino1a2a3_INTRANS,{ino1a2a3,be_dipped;be_immersed;be_plunged,INTRANS,VERB,
g.T.T,>agaT~,>a1o2a3,>a1o2a3,dip;immerse;plunge,gem trans,VERB,
g.T.T,>agaT~,>a1o2a3,>a1a2~,dip;immerse;plunge,gem trans,VERB,
g.t.t,gat~-u,1a2a3,1a2a3,immerse;submerse,#t gem trans,VERB,
g.T.T,gaT~-u,1a2a3,1a2~,dip;immerse;plunge,gem trans,VERB,
g.t.t,gat~-u,1a2a3,1a2~,immerse;submerse,#t gem trans,VERB,
g.T.T,gaT~-u,1a2a3,1a2a3,dip;immerse;plunge,gem trans,VERB,
g.t.t,gat~,1a2o3,1a2~,immersion;submersion,-,NOUN,
g.T.T,gaTiyT,1a2iy3,1a2iy3,snoring,-,NOUN,
g.T.T,guTayoTap,1u2ayo3+ap,1u2ayo3,fog;mist,-,NOUN,
g.T.w,giTaA}iy~,1i2A3+iy~,1i2aA}iy~,covering;wrapping,-,ADJ,
g.T.w,mugaT~aY,mu1a2~a3,mu1a2~,covered,-,ADJ,
g.T.y,{igotaTaY,{i1ota2a3_INTRANS,{i1ota2,be_covered,INTRANS,VERB,
g.T.y,gaT~aY,1a2~a3,1a2~,conceal;cover,#-ay trans,VERB,
g.T.y,gaTaA-u,1a2a3,1a2,cover,#-aw trans,VERB,
g.T.y,tagaT~aY,ta1a2~3_INTRANS,ta1a2~,be_covered,INTRANS,VERB,
g.T.y,giTaA',1i2A3,1i2aA,blanket;cover,-,NOUN,
g.T.y,tagoTiyap,ta1o2i3+ap,ta1o2i3,coverage;covering,-,NOUN,
g.v.v,gav~-i,1a2a3_INTRANS,1a2~,be_thin;fester,INTRANS,VERB,
g.v.v,gav~-i,1a2a3_INTRANS,1a2a3,be_thin;fester,INTRANS,VERB,
g.v.v,gav~,1a2o3,1a2~,meager;thin,-,NOUN,
g.v.v,gavaAvap,1a2A3+ap,1a2aA3,thinness,-,NOUN,
g.v.v,guvuwvap,1u2uw3+ap,1u2uw3,thinness,-,NOUN,
g.v.v,gaviyv,1a2iy3,1a2iy3,pus_discharge;thin,-,ADJ,
g.v.y,>agovaY,>a1o2a3,>a1o2,disgust;nauseate,#-ay trans,VERB,
g.v.y,gavaY-i,1a2a3_INTRANS,1a2,be_disgusted;be_nauseated,INTRANS,VERB,
g.v.y,gavayaAn,1a2a3An,1a2a3aAn,disgust;nausea,-,NOUN,
g.v.y,gavoy,1a2o3,1a2o3,nausea,-,NOUN,
g.v.y,guvaA',1u2A3,1u2aA,scum,-,NOUN,
g.v.y,mugoviy,mu1o2i3,mu1o2,disgusting;nauseating,-,ADJ,
g.w.$,guwayo$ap,1u2ayo3+ap,1u2ayo3,bangle;bracelet,-,NOUN,
g.w.g,gaAgap,1a2a3+ap,1aA3,rabble;riffraff;tumult,-,NOUN,
g.w.g,gawogaA',1a2o3A',1a2o3aA,rabble;riffraff;tumult,-,NOUN,
g.w.g,gawogaA}iy~ap,1a2o3A'+iy~ap,1a2o3aA}iy~,demagoguery,-,NOUN,
g.w.g,gawogaA}iy~,1a2o3A'+iy~,1a2o3aA}iy~,demagogic;demagogue,-,ADJ,
g.w.l,{igotaAl,{i1ota2a3,{i1ota3,assassinate;murder,trans,VERB,
g.w.l,{igotaAl,{i1ota2a3,{i1otaA3,assassinate;murder,trans,VERB,
g.w.l,gaAl-u,1a2a3,1u3,destroy;seize;snatch,trans,VERB,
g.w.l,gaAl-u,1a2a3,1aA3,destroy;seize;snatch,trans,VERB,
g.w.l,guwl,1u2o3,1u23,ghoul;monster,-,NOUN,
g.w.l,mugotaAl,mu1ota2a3,mu1otaA3,assassinated;murdered,-,ADJ,
g.w.r,{isotagowar,{isota1o2a3,{isota1o2a3,do_speleology,trans,VERB,
g.w.r,gaAr-u,1a2a3,1u3,penetrate,trans,VERB,
g.w.r,gaAr-u,1a2a3,1aA3,penetrate,trans,VERB,
g.w.r,tagaw~ar,ta1a2~3,ta1a2~a3,descend,trans,VERB,
g.w.r,<igaArap,<i1o2A3+ap,<i1aA3,attack;raid,-,NOUN,
g.w.r,gaA}ir,1A2i3,1aA}i3,cave;depression,-,NOUN,
g.w.r,gaAr,1a2a3,1aA3,cave,-,NOUN,
g.w.r,gaArap,1a2a3+ap,1aA3,attack;foray;raid,-,NOUN,
g.w.r,gawor,1a2o3,1a2o3,cave;declivity;depression,-,NOUN,
g.w.r,magaAr,ma1o2a3,ma1aA3,cave;cavern,-,NOUN,
g.w.r,magaArap,ma1o2a3+ap,ma1aA3,cave;cavern,-,NOUN,
g.w.r,migowaAr,mi1o2A3,mi1o2aA3,commando;shock_troop,-,NOUN,
g.w.r,musotagowir,musota1o2i3,musota1o2i3,speleologist,-,NOUN,
g.w.S,gaAS-u,1a2a3,1u3,dive;immerse;plunge,trans,VERB,
g.w.S,gaAS-u,1a2a3,1aA3,dive;immerse;plunge,trans,VERB,
g.w.S,gaw~aS,1a2~a3,1a2~a3,immerse;plunge,trans,VERB,
g.w.S,gaw~aAS,1a2~A3,1a2~aA3,diver,-,NOUN,
g.w.S,gaw~aASap,1a2~A3+ap,1a2~aA3,submarine,-,NOUN,
g.w.S,gawoS,1a2o3,1a2o3,deep;dive;diving,-,NOUN,
g.w.S,gawoSap,1a2o3+ap,1a2o3,dive,-,NOUN,
g.w.S,giyaASap,1i2A3+ap,1iyaA3,diving,-,NOUN,
g.w.S,magaAS,ma1o2a3,ma1aA3,diving_place,-,NOUN,
g.w.S,gaA}iS,1A2i3,1aA}i3,diving;immersed;under-water,-,ADJ,
g.w.S,gaw~aASiy~,1a2~A3+iy~,1a2~aA3iy~,diving;submarine,-,ADJ,
g.w.S,gawiyS,1a2iy3,1a2iy3,deep,-,ADJ,
g.w.T,gaw~aT,1a2~a3,1a2~a3,deepen,trans,VERB,
g.w.T,tagaw~aT,ta1a2~3,ta1a2~a3,defecate,trans,VERB,
g.w.T,gaA}iT,1A2i3,1aA}i3,excrement;feces,-,NOUN,
g.w.T,gawiyT,1a2iy3,1a2iy3,deep,-,NOUN,
g.w.T,gawoT,1a2o3,1a2o3,depression;hollow,-,NOUN,
g.w.T,guwTap,1u2o3+ap,1u23,fertile_valley;oasis,-,NOUN,
g.w.T,tagaw~uT,ta1a2~u3,ta1a2~u3,defecation,-,NOUN,
g.w.T,gaA}iTiy~,1A2i3+iy~,1aA}i3iy~,fecal,-,ADJ,
g.w.T,guwTiy~,1u2o3+iy~,1u23iy~,Gothic,-,ADJ,
g.w.v,{isotagaAv,{isota1o2a3,{isota1a3,ask_for_help;seek_aid,trans,VERB,
g.w.v,{isotagaAv,{isota1o2a3,{isota1aA3,ask_for_help;seek_aid,trans,VERB,
g.w.v,>agaAv,>a1o2a3,>a1a3,help;succor,trans,VERB,
g.w.v,>agaAv,>a1o2a3,>a1aA3,help;succor,trans,VERB,
g.w.v,gaAv-i,1a2a3,1i3,send_rain,trans,VERB,
g.w.v,gaAv-i,1a2a3,1aA3,send_rain,trans,VERB,
g.w.v,gaw~av,1a2~a3,1a2~a3,cry_for_help,trans,VERB,
g.w.v,gawov,1a2o3,1a2o3,aid;succor,-,NOUN,
g.w.v,mugaAv,mu1o2a3,mu1aA3,root;root_(plant),-,NOUN,
g.w.v,musotagaAv,musota1o2a3,musota1aA3,requesting_aid,-,NOUN,
g.w.y,{isotagowaY,{isota1o2a3,{isota1o2,mislead;seduce,#-ay trans,VERB,
g.w.y,>agowaY,>a1o2a3,>a1o2,mislead;seduce,#-ay trans,VERB,
g.w.y,gaw~aY,1a2~a3,1a2~,mislead;seduce,#-ay trans,VERB,
g.w.y,gawaY-i,1a2a3,1a2,mislead;stray,#-ay trans,VERB,
g.w.y,gawiy-a,1a2a3,1a2,covet,#-iy trans,VERB,
g.w.y,<igowaA',<i1o2A3,<i1o2aA,allurement;seduction,-,NOUN,
g.w.y,>ugowiy~ap,>u1o2i3~+ap,>u1o2iy~,pitfall;trap,-,NOUN,
g.w.y,gaAwiy,1A2i3,1aA2,dilettante;fan;seducer,-,NOUN,
g.w.y,gawaAyap,1a2A3+ap,1a2aA3,error;sin,-,NOUN,
g.w.y,magowaAp,مَغْوَاة,ma1o2a3+ap,ma1o2,pitfall;trap,-,NOUN
g.w.y,mugaw~aAp,مُغَوَّاة,mu1a2~a3+ap,mu1a2~,pitfall;trap,-,NOUN
g.w.y,mugowiy,مُغْوِي,mu1o2i3,mu1o2,seducer;tempting,-,NOUN
g.w.z,gaw~az,غَوَّز,1a2~a3,1a2~a3,gasify,trans,VERB
g.w.z,tagaw~az,تَغَوَّز,ta1a2~3_INTRANS,ta1a2~a3,become_gaseous,INTRANS,VERB
g.w.z,gaAz,غَاز,1a2a3,1aA3,ga;gas;gasse,-,NOUN
g.w.z,gaAzuwzap,غَازُوزَة,1a2o3uw3+ap,1aA3uw3,soda_water,-,NOUN
g.w.z,tagowiyz,تَغْوِيز,ta1o2iy3,ta1o2iy3,gasification,-,NOUN
g.w.z,gaAziy~,غَازِيّ,1a2i3+iy~,1aA3iy~,gaseous;soft_(drink),-,ADJ
g.y.>,gaA}iy~ap,غَائِيَّة,1a2a3+iy~ap,1aA}iy~,finality,-,NOUN
g.y.>,gaA}iy~,غَائِيّ,1a2a3+iy~,1aA}iy~,final;finalism,-,ADJ
g.y.b,{igotaAb,ٱِغْتَاب,{i1ota2a3,{i1ota3,denigrate;slander,trans,VERB
g.y.b,{igotaAb,ٱِغْتَاب,{i1ota2a3,{i1otaA3,denigrate;slander,trans,VERB
g.y.b,{isotagaAb,ٱِسْتَغَاب,{isota1o2a3,{isota1a3,denigrate;slander,trans,VERB
g.y.b,{isotagaAb,ٱِسْتَغَاب,{isota1o2a3,{isota1aA3,denigrate;slander,trans,VERB
g.y.b,gaAb-i,غَاب-ِ,1a2a3_INTRANS,1i3,be_absent,INTRANS,VERB
g.y.b,gaAb-i,غَاب-ِ,1a2a3_INTRANS,1aA3,be_absent,INTRANS,VERB
g.y.b,gay~ab,غَيَّب,1a2~a3,1a2~a3,remove,trans,VERB
g.y.b,tagay~ab,تَغَيَّب,ta1a2~3_INTRANS,ta1a2~a3,be_absent,INTRANS,VERB
g.y.b,{igotiyaAb,ٱِغْتِيَاب,{i1oti2A3,{i1oti2aA3,denigration;gossip_about;slander,-,NOUN
g.y.b,gaAb,غَاب,1a2o3,1aA3,forest;jungle,-,NOUN
g.y.b,gaAbap,غَابَة,1a2a3+ap,1aA3,forest;jungle,-,NOUN
g.y.b,gayaAbap,غَيَابَة,1a2A3+ap,1a2aA3,bottom;depth,-,NOUN
g.y.b,gayob,غَيْب,1a2o3,1a2o3,absent;hidden;invisible,-,NOUN
g.y.b,gayobap,غَيْبَة,1a2o3+ap,1a2o3,absence,-,NOUN
g.y.b,gayobiy~ap,غَيْبِيَّة,1a2o3+iy~ap,1a2o3iy~,metaphysic,-,NOUN
g.y.b,gayobuwbap,غَيْبُوبَة,1a2o3uw3+ap,1a2o3uw3,coma;trance;unconsciousness,-,NOUN
g.y.b,giyaAb,غِيَاب,1i2A3,1i2aA3,absence;disappearance,-,NOUN
g.y.b,giybap,غِيبَة,1i2o3+ap,1i23,slander,-,NOUN
g.y.b,magiyb,مَغِيب,ma1o2i3,ma1i23,absence;setting,-,NOUN
g.y.b,mugay~abaAt,مُغَيَّبَات,mu1a2~a3+At,mu1a2~a3,metaphysical;occult,-,NOUN
g.y.b,mugay~ib,مُغَيِّب,mu1a2~i3,mu1a2~i3,anesthetic;narcotic;stupefacient,-,NOUN
g.y.b,mugotaAb,مُغْتَاب,mu1ota2a3,mu1otaA3,gossip_monger;slandered,-,NOUN
g.y.b,mutagay~ib,مُتَغَيِّب,muta1a2~i3,muta1a2~i3,absent,-,NOUN
g.y.b,tagay~ub,تَغَيُّب,ta1a2~u3,ta1a2~u3,absence,-,NOUN
g.y.b,tagay~ubiy~ap,تَغَيُّبِيَّة,ta1a2~u3+iy~ap,ta1a2~u3iy~,absenteeism,-,NOUN
g.y.b,tagoyiyb,تَغْيِيب,ta1o2iy3,ta1o2iy3,absence;removal,-,NOUN
g.y.b,gaA}ib,غَائِب,1A2i3,1aA}i3,absent,-,ADJ
g.y.b,gaAbiy~,غَابِيّ,1a2a3+iy~,1aA3iy~,forested;wooded,-,ADJ
g.y.b,gayobiy~,غَيْبِيّ,1a2o3+iy~,1a2o3iy~,hidden;invisible;occult;secret,-,ADJ
g.y.b,gayobuwbiy~,غَيْبُوبِيّ,1a2o3uw3+iy~,1a2o3uw3iy~,comatose;hypnotic;lethargic,-,ADJ
g.y.b,giyaAbiy~,غِيَابِيّ,1i2A3+iy~,1i2aA3iy~,absent;in_absentia,-,ADJ
g.y.b,mugay~ab,مُغَيَّب,mu1a2~a3,mu1a2~a3,concealed;hidden,-,ADJ
g.y.D,gaAD-i,غَاض-ِ,1a2a3,1i3,diminish;dwindle;pale,trans,VERB
g.y.D,gaAD-i,غَاض-ِ,1a2a3,1aA3,diminish;dwindle;pale,trans,VERB
g.y.d,tagaAyad,تَغَايَد,ta1A2a3,ta1aA2a3,walk_gracefully,trans,VERB
g.y.d,gaAdap,غَادَة,1a2a3+ap,1aA3,young_ladies;young_lady,-,NOUN
g.y.d,gayad,غَيَد,1a2a3,1a2a3,delicateness;elasticity;flexibility;slenderness,-,NOUN
g.y.D,gayoD,غَيْض,1a2o3,1a2o3,small_amount;unborn_fetus,-,NOUN
g.y.D,gayoDap,غَيْضَة,1a2o3+ap,1a2o3,jungle;thicket,-,NOUN
g.y.d,>agoyad,أَغْيَد,>a1o2a3,>a1o2a3,delicate;flexible,-,ADJ
g.y.d,>agoyad,أَغْيَد,1a2o3A',1a2o3aA,delicate;flexible,-,ADJ
g.y.d.q,gayodaAq,غَيْدَاق,1a2o3A4,1a2o3aA4,generous;handsome,-,NOUN
g.y.h.b,gayohab,غَيْهَب,1a2o3a4,1a2o3a4,darkness;gloom,-,NOUN
g.y.l,{igotiyaAl,ٱِغْتِيَال,{i1oti2A3,{i1oti2aA3,assassination;murder,-,NOUN
g.y.l,gaA}ilap,غَائِلَة,1A2i3+ap,1aA}i3,calamity;havoc,-,NOUN
g.y.l,gayol,غَيْل,1a2o3,1a2o3,stream,-,NOUN
g.y.l,giyl,غِيل,1i2o3,1i23,bush;thicket,-,NOUN
g.y.l,giylap,غِيلَة,1i2o3+ap,1i23,assassination,-,NOUN
g.y.l.m,gayolam,غَيْلَم,1a2o3a4,1a2o3a4,tortoise,-,NOUN
g.y.m,>agaAm,أَغَام,>a1o2a3_INTRANS,>a1a3,become_overcast/blurred,INTRANS,VERB
g.y.m,>agaAm,أَغَام,>a1o2a3_INTRANS,>a1aA3,become_overcast/blurred,INTRANS,VERB
g.y.m,gaAm-i,غَام-ِ,1a2a3_INTRANS,1i3,become_overcast/blurred,INTRANS,VERB
g.y.m,gaAm-i,غَام-ِ,1a2a3_INTRANS,1aA3,become_overcast/blurred,INTRANS,VERB
g.y.m,gay~am,غَيَّم,1a2~a3_INTRANS,1a2~a3,be_overcast/blurred,INTRANS,VERB
g.y.m,tagay~am,تَغَيَّم,ta1a2~3_INTRANS,ta1a2~a3,be_overcast/blurred,INTRANS,VERB
